<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
HBC,20090420,0.9892,0.9892,0.9892,0.9892,80320
HBC,20090417,1.0716,1.0716,1.0304,1.0363,209840
HBC,20090416,1.1128,1.1128,1.0598,1.0834,217780
HBC,20090415,1.1069,1.1776,1.0893,1.0952,192900
HBC,20090414,1.1423,1.1423,1.0952,1.1423,393440
HBC,20090413,1.0893,1.0893,1.0834,1.0893,645970
HBC,20090410,1.0304,1.0422,1.0304,1.0422,279170
HBC,20090409,1.0127,1.0127,0.9892,0.9951,93800
HBC,20090408,1.0186,1.0539,1.0068,1.0068,104800
HBC,20090407,1.0304,1.0539,1.0009,1.0539,131680
HBC,20090403,1.0186,1.0186,1.0009,1.0186,235570
HBC,20090402,0.9715,0.9774,0.9597,0.9715,121550
HBC,20090401,0.9715,0.9715,0.9480,0.9656,54380
HBC,20090331,0.9421,0.9656,0.9244,0.9421,46040
HBC,20090330,0.9421,0.9833,0.9421,0.9656,43530
HBC,20090327,1.0068,1.0068,0.9833,0.9833,60280
HBC,20090326,1.0009,1.0186,0.9833,0.9892,91650
HBC,20090325,0.9421,0.9951,0.9303,0.9833,92280
HBC,20090324,1.0068,1.0127,0.9715,0.9774,147030
HBC,20090323,0.9951,0.9951,0.9715,0.9715,73710
HBC,20090320,1.0245,1.0834,1.0186,1.0186,200730
HBC,20090319,1.0304,1.1010,1.0245,1.0716,270750
HBC,20090318,1.0598,1.0775,1.0186,1.0775,385690
HBC,20090317,1.0186,1.0422,1.0068,1.0422,234080
HBC,20090316,0.9656,0.9951,0.9362,0.9951,224740
HBC,20090313,0.9480,0.9480,0.9480,0.9480,48710
HBC,20090312,0.9067,0.9067,0.9009,0.9067,417060
HBC,20090311,0.8773,0.8773,0.8537,0.8655,56290
HBC,20090310,0.8184,0.8596,0.8184,0.8537,23640
HBC,20090309,0.8302,0.8302,0.8243,0.8243,11750
HBC,20090306,0.8243,0.8243,0.8066,0.8243,24200
HBC,20090305,0.8361,0.8361,0.8184,0.8302,8600
HBC,20090304,0.8125,0.8243,0.8125,0.8184,22570
HBC,20090303,0.8008,0.8479,0.8008,0.8420,31700
HBC,20090302,0.8302,0.8479,0.8066,0.8420,9190
HBC,20090227,0.8125,0.8125,0.8125,0.8125,7690
HBC,20090226,0.8066,0.8125,0.7890,0.8125,5740
HBC,20090225,0.7772,0.8066,0.7654,0.8066,36280
HBC,20090224,0.7772,0.7890,0.7713,0.7713,45980
HBC,20090223,0.8066,0.8125,0.8066,0.8066,49020
HBC,20090220,0.8537,0.8537,0.8479,0.8479,6270
HBC,20090219,0.8832,0.8832,0.8596,0.8596,13000
HBC,20090218,0.8537,0.8773,0.8479,0.8714,10230
HBC,20090217,0.8950,0.8950,0.8537,0.8832,7270
HBC,20090216,0.9067,0.9067,0.8832,0.8891,8100
HBC,20090213,0.8832,0.8950,0.8832,0.8832,6160
HBC,20090212,0.8832,0.8950,0.8832,0.8832,3320
HBC,20090211,0.8420,0.8832,0.8420,0.8832,4440
HBC,20090210,0.8950,0.8950,0.8655,0.8714,10690
HBC,20090209,0.8832,0.9009,0.8773,0.8891,29020
HBC,20090206,0.8479,0.8773,0.8420,0.8596,15680
HBC,20090205,0.8950,0.8950,0.8537,0.8537,23080
HBC,20090204,0.8655,0.9067,0.8655,0.8950,9550
HBC,20090203,0.9009,0.9067,0.8891,0.8891,12710
HBC,20090202,0.9362,0.9362,0.9126,0.9303,3600
HBC,20090123,0.9421,0.9421,0.9185,0.9362,28260
HBC,20090122,0.9303,0.9480,0.9126,0.9421,8000
HBC,20090121,0.9126,0.9362,0.9126,0.9362,3400
HBC,20090120,0.9185,0.9480,0.9126,0.9421,11090
HBC,20090119,0.9421,0.9421,0.9126,0.9421,9270
HBC,20090116,0.9009,0.9362,0.9009,0.9362,22010
HBC,20090115,0.9009,0.9362,0.9009,0.9009,12590
HBC,20090114,0.9362,0.9715,0.9185,0.9303,35450
HBC,20090113,1.0009,1.0009,0.9656,0.9656,15470
HBC,20090112,1.0009,1.0127,0.9892,1.0127,5570
HBC,20090109,1.0422,1.0422,0.9951,1.0127,6830
HBC,20090108,1.0127,1.0539,1.0127,1.0127,65510
HBC,20090107,1.0893,1.1010,1.0657,1.0657,58610
HBC,20090106,1.0422,1.0539,1.0422,1.0539,60720
HBC,20090105,0.9715,1.0068,0.9538,1.0068,46190
HBC,20090102,0.9715,0.9715,0.9421,0.9597,51010
HBC,20081231,0.9538,0.9538,0.9126,0.9538,105980
HBC,20081230,0.9126,0.9126,0.9126,0.9126,15620
HBC,20081229,0.8596,0.8714,0.8596,0.8714,29310
HBC,20081226,0.8302,0.8537,0.8302,0.8302,19020
HBC,20081225,0.8479,0.8596,0.8361,0.8361,6970
HBC,20081224,0.8773,0.8773,0.8479,0.8479,4110
HBC,20081223,0.8420,0.8537,0.8361,0.8537,23020
HBC,20081222,0.8950,0.8950,0.8655,0.8655,33830
HBC,20081219,0.8420,0.8832,0.8420,0.8655,11900
HBC,20081218,0.8420,0.8832,0.8420,0.8596,8040
HBC,20081217,0.8537,0.8891,0.8537,0.8596,12960
HBC,20081216,0.8832,0.8832,0.8655,0.8655,19310
HBC,20081215,0.9009,0.9067,0.8537,0.9067,40580
HBC,20081212,0.8655,0.8655,0.8596,0.8655,24010
HBC,20081211,0.8066,0.8243,0.8008,0.8243,10540
HBC,20081210,0.8537,0.8537,0.8125,0.8125,13950
HBC,20081209,0.8479,0.8537,0.8479,0.8537,16690
HBC,20081208,0.8537,0.8537,0.8361,0.8420,18820
HBC,20081205,0.8832,0.8832,0.8596,0.8773,4680
HBC,20081204,0.8714,0.9067,0.8714,0.8832,5280
HBC,20081203,0.8655,0.8832,0.8655,0.8714,8290
HBC,20081202,0.8714,0.8832,0.8714,0.8714,26550
HBC,20081201,0.8832,0.9067,0.8773,0.9067,19030
HBC,20081128,0.8832,0.8832,0.8832,0.8832,21210
HBC,20081127,0.8655,0.9067,0.8420,0.8420,19290
HBC,20081126,0.8832,0.9009,0.8655,0.8655,49590
HBC,20081125,0.9303,0.9303,0.8950,0.9067,22390
HBC,20081124,0.8950,0.9538,0.8950,0.9067,84880
HBC,20081121,0.9656,1.0363,0.9421,0.9421,101720
HBC,20081120,0.9892,0.9951,0.9892,0.9892,60070
HBC,20081119,1.0598,1.0598,1.0304,1.0363,20020
HBC,20081118,1.0539,1.0539,1.0186,1.0304,13830
HBC,20081117,1.0598,1.1069,1.0481,1.0539,15640
HBC,20081114,1.1069,1.1128,1.0598,1.0893,56040
HBC,20081113,1.1128,1.1599,1.1069,1.1069,63540
HBC,20081112,1.0952,1.1599,1.0716,1.1599,63120
HBC,20081111,1.1776,1.2070,1.1246,1.1246,171780
HBC,20081110,1.1717,1.1717,1.1658,1.1717,67280
HBC,20081107,1.0952,1.1481,1.0893,1.1187,96740
HBC,20081106,1.0775,1.1187,1.0363,1.0952,151950
HBC,20081105,1.0657,1.0657,1.0657,1.0657,6560
HBC,20081104,1.0009,1.0186,1.0009,1.0186,21180
HBC,20081103,0.9715,1.0009,0.9715,0.9715,27510
HBC,20081031,1.0009,1.0127,0.9715,1.0009,32940
HBC,20081030,0.9715,1.0009,0.9715,1.0009,29990
HBC,20081029,1.0068,1.0068,0.9715,1.0009,60470
HBC,20081028,0.9597,0.9715,0.9597,0.9597,39380
HBC,20081027,1.0598,1.0598,1.0068,1.0068,55500
HBC,20081024,1.0127,1.0598,1.0127,1.0598,40840
HBC,20081023,1.0834,1.0834,1.0304,1.0539,69830
HBC,20081022,1.0304,1.0834,1.0304,1.0834,62370
HBC,20081021,1.0598,1.0598,1.0363,1.0363,163490
HBC,20081020,1.0834,1.0893,1.0834,1.0834,110730
HBC,20081017,1.1540,1.1540,1.0716,1.1364,27410
HBC,20081016,1.0657,1.1187,1.0657,1.1187,84360
HBC,20081015,1.0775,1.1187,1.0716,1.1187,179170
HBC,20081014,1.1246,1.1246,1.1246,1.1246,11890
HBC,20081013,1.0716,1.0775,1.0716,1.0716,63310
HBC,20081010,1.1246,1.1246,1.1246,1.1246,24520
HBC,20081009,1.1835,1.2659,1.1835,1.1835,140220
HBC,20081008,1.2424,1.2424,1.2424,1.2424,6760
HBC,20081007,1.3071,1.3071,1.3071,1.3071,1570
HBC,20081006,1.3719,1.3719,1.3719,1.3719,19370
HBC,20081003,1.4190,1.4543,1.4190,1.4425,42240
HBC,20081002,1.4543,1.4661,1.4425,1.4484,87410
HBC,20081001,1.3896,1.4543,1.3307,1.4543,51350
HBC,20080930,1.3896,1.3896,1.3896,1.3896,1360
HBC,20080929,1.4661,1.5250,1.4367,1.4602,19880
HBC,20080926,1.4838,1.4838,1.4367,1.4661,54830
HBC,20080925,1.3778,1.4131,1.3778,1.4131,39410
HBC,20080924,1.4013,1.4720,1.3837,1.4131,40260
HBC,20080923,1.4543,1.5309,1.4543,1.4543,73810
HBC,20080922,1.5309,1.5309,1.5309,1.5309,33230
HBC,20080919,1.4602,1.4602,1.4013,1.4602,54790
HBC,20080918,1.3954,1.3954,1.3954,1.3954,6120
HBC,20080917,1.4661,1.4661,1.4661,1.4661,1940
HBC,20080916,1.5426,1.5426,1.5426,1.5426,3490
HBC,20080915,1.6192,1.7840,1.6192,1.6192,99240
HBC,20080912,1.7016,1.7016,1.7016,1.7016,16870
HBC,20080911,1.7899,1.7899,1.7899,1.7899,1600
HBC,20080910,1.8782,1.9430,1.8782,1.8782,33320
HBC,20080909,1.9725,2.1197,1.9725,1.9725,107610
HBC,20080908,2.0726,2.0726,2.0726,2.0726,37940
HBC,20080905,2.2904,2.2963,2.1197,2.1785,321890
HBC,20080904,2.2256,2.2256,2.2256,2.2256,47110
HBC,20080903,2.1197,2.1197,2.1197,2.1197,4650
HBC,20080829,2.0196,2.0196,1.9725,2.0196,210600
HBC,20080828,1.9254,1.9254,1.8841,1.9254,293120
HBC,20080827,1.8370,1.8370,1.8370,1.8370,410
HBC,20080826,1.7546,1.7546,1.7546,1.7546,22110
HBC,20080825,1.6722,1.6722,1.6722,1.6722,21340
HBC,20080822,1.5956,1.5956,1.5956,1.5956,13880
HBC,20080821,1.5250,1.5250,1.5250,1.5250,14170
HBC,20080820,1.4543,1.5603,1.4543,1.4543,161710
HBC,20080819,1.6192,1.6192,1.4720,1.5309,122250
HBC,20080818,1.5426,1.5426,1.5426,1.5426,13960
HBC,20080815,1.4720,1.4720,1.4720,1.4720,500
HBC,20080814,1.4308,1.4308,1.4190,1.4308,349570
HBC,20080813,1.3896,1.3896,1.3896,1.3896,64450
HBC,20080812,1.4367,1.4543,1.3954,1.4308,101050
HBC,20080811,1.3837,1.4661,1.3837,1.4367,92640
HBC,20080808,1.4249,1.4249,1.4249,1.4249,880
HBC,20080807,1.4661,1.4661,1.4661,1.4661,51650
HBC,20080806,1.5073,1.5073,1.5073,1.5073,75050
HBC,20080805,1.5485,1.5485,1.5485,1.5485,10
HBC,20080804,1.5956,1.5956,1.5956,1.5956,2660
HBC,20080801,1.6427,1.6486,1.6427,1.6427,50470
HBC,20080731,1.6898,1.6898,1.6898,1.6898,2020
HBC,20080730,1.8253,1.8253,1.7369,1.7369,14680
HBC,20080729,1.7899,1.7899,1.7782,1.7899,84280
HBC,20080728,1.7428,1.7428,1.7428,1.7428,540
HBC,20080725,1.6074,1.6957,1.6015,1.6957,6850
HBC,20080724,1.6486,1.6663,1.6486,1.6486,31810
HBC,20080723,1.6980,1.6980,1.6980,1.6980,63670
HBC,20080722,1.7454,1.7454,1.7454,1.7454,30000
HBC,20080721,1.7979,1.7979,1.7979,1.7979,4720
HBC,20080718,1.8505,1.8505,1.8505,1.8505,10820
HBC,20080717,1.8873,1.9451,1.8873,1.9031,25490
HBC,20080716,1.9451,1.9451,1.9399,1.9451,35480
HBC,20080715,1.9977,1.9977,1.9714,1.9977,36880
HBC,20080714,1.9977,2.0030,1.9977,1.9977,75320
HBC,20080711,2.0030,2.0030,1.9451,1.9451,36020
HBC,20080710,1.8558,1.9451,1.8558,1.9451,39360
HBC,20080709,1.8084,1.9083,1.8084,1.9083,27910
HBC,20080708,1.8032,1.8558,1.8032,1.8558,15030
HBC,20080707,1.8926,1.8926,1.8558,1.8558,2290
HBC,20080704,1.9083,1.9083,1.8978,1.9083,38970
HBC,20080703,1.8558,1.8926,1.8295,1.8558,46190
HBC,20080702,1.8505,1.8505,1.8400,1.8400,9170
HBC,20080701,1.8032,1.8137,1.8032,1.8137,17100
HBC,20080630,1.7716,1.7716,1.7401,1.7716,14900
HBC,20080627,1.7296,1.7296,1.6718,1.7243,25970
HBC,20080626,1.7559,1.7559,1.6612,1.7086,39060
HBC,20080625,1.7086,1.7086,1.7086,1.7086,9770
HBC,20080624,1.6560,1.7033,1.6560,1.6612,19300
HBC,20080623,1.6402,1.6560,1.6402,1.6560,43200
HBC,20080620,1.6875,1.6875,1.6875,1.6875,15000
HBC,20080619,1.6875,1.6875,1.6875,1.6875,15000
HBC,20080618,1.7348,1.7348,1.7348,1.7348,7600
HBC,20080617,1.6560,1.7086,1.6455,1.7086,24740
HBC,20080616,1.6770,1.7348,1.6770,1.6770,26320
HBC,20080613,1.7086,1.7716,1.7086,1.7086,31270
HBC,20080612,1.7716,1.7716,1.7401,1.7401,11370
HBC,20080611,1.7716,1.8137,1.7716,1.7716,22410
HBC,20080609,1.8032,1.8032,1.8032,1.8032,1000
HBC,20080606,1.8347,1.8347,1.8347,1.8347,1270
HBC,20080605,1.8347,1.8347,1.8347,1.8347,20
HBC,20080604,1.9083,1.9083,1.8715,1.8715,80
HBC,20080603,1.9083,1.9083,1.9083,1.9083,1600
HBC,20080602,1.9819,1.9819,1.9451,1.9451,200
HBC,20080530,1.9819,1.9819,1.9819,1.9819,270
HBC,20080523,2.0187,2.0187,2.0187,2.0187,10
HBC,20080522,2.0923,2.0923,2.0555,2.0555,34260
HBC,20080521,2.0923,2.0923,2.0923,2.0923,2060
HBC,20080520,2.1344,2.1344,2.1344,2.1344,210
HBC,20080519,2.2080,2.2080,2.1764,2.1764,1110
HBC,20080516,2.2185,2.2185,2.2185,2.2185,120
HBC,20080515,2.2606,2.2606,2.2606,2.2606,50
HBC,20080514,2.3394,2.3394,2.3026,2.3026,610
HBC,20080513,2.3447,2.3447,2.3447,2.3447,20
HBC,20080512,2.3867,2.3867,2.3867,2.3867,5020
HBC,20080509,2.4340,2.4340,2.4340,2.4340,10
HBC,20080508,2.4814,2.4814,2.4814,2.4814,5400
HBC,20080507,2.5287,2.5287,2.5287,2.5287,110
HBC,20080506,2.5760,2.5760,2.5760,2.5760,30
HBC,20080505,2.6285,2.6285,2.6285,2.6285,110
HBC,20080429,2.7337,2.7337,2.6811,2.6811,13200
HBC,20080428,2.7337,2.7337,2.7337,2.7337,20
HBC,20080425,2.8388,2.8388,2.7863,2.7863,9240
HBC,20080424,2.8388,2.8388,2.8388,2.8388,50
HBC,20080423,2.9440,2.9440,2.8914,2.8914,320
HBC,20080422,2.9440,2.9440,2.9440,2.9440,40
HBC,20080421,2.9965,2.9965,2.9965,2.9965,9430
HBC,20080418,3.0491,3.0491,3.0491,3.0491,2250
HBC,20080417,3.1017,3.1017,3.1017,3.1017,2010
HBC,20080416,3.1543,3.1543,3.1543,3.1543,250
HBC,20080411,3.2594,3.2594,3.2068,3.2068,120
HBC,20080410,3.2594,3.2594,3.2594,3.2594,16800
HBC,20080409,3.3645,3.3645,3.3120,3.3120,1510
HBC,20080408,3.3645,3.3645,3.3645,3.3645,18470
HBC,20080407,3.4171,3.4171,3.3645,3.4171,65090
HBC,20080404,3.3645,3.3645,3.3645,3.3645,1660
HBC,20080403,3.3383,3.3383,3.3383,3.3383,15150
HBC,20080402,3.3120,3.3120,3.3120,3.3120,15130
HBC,20080401,3.2857,3.2857,3.2857,3.2857,60440
HBC,20080331,3.2594,3.2594,3.2594,3.2594,61980
HBC,20080328,3.2331,3.2331,3.2331,3.2331,72150
HBC,20080327,3.1543,3.2068,3.1543,3.2068,89790
HBC,20080326,3.3383,3.4697,3.1805,3.1805,14030
HBC,20080325,3.3383,3.3383,3.3383,3.3383,590
HBC,20080324,3.4960,3.4960,3.4960,3.4960,360
HBC,20080321,3.6800,3.6800,3.6800,3.6800,9050
HBC,20080320,3.8903,4.2057,3.8640,3.8640,12820
HBC,20080319,4.0480,4.0480,4.0480,4.0480,8510
HBC,20080318,4.2582,4.2582,4.2582,4.2582,2430
HBC,20080317,4.4685,4.4685,4.4685,4.4685,2040
HBC,20080314,4.5211,4.6788,4.5211,4.6788,3550
HBC,20080313,4.4685,4.6788,4.4685,4.6788,3560
HBC,20080312,4.5211,4.5211,4.1268,4.5211,6850
HBC,20080311,4.3371,4.5474,4.3371,4.3371,5080
HBC,20080310,4.5474,4.5474,4.5474,4.5474,72090
HBC,20080307,4.3371,4.3371,4.3371,4.3371,7340
HBC,20080306,3.9691,4.1531,3.9691,4.1531,530
HBC,20080305,3.7588,3.9691,3.7588,3.9691,48230
HBC,20080304,3.7851,3.7851,3.7851,3.7851,3230
HBC,20080303,4.1531,4.1531,3.9691,3.9691,5450
HBC,20080229,4.2057,4.2057,4.1531,4.1531,8750
HBC,20080228,4.3634,4.3634,4.2582,4.3371,9100
HBC,20080227,4.3634,4.5737,4.3634,4.3634,4000
HBC,20080226,4.9417,4.9417,4.5211,4.5211,7890
HBC,20080225,4.5737,4.7314,4.5737,4.7314,2900
HBC,20080222,4.5474,4.5474,4.5211,4.5211,9550
HBC,20080221,4.7840,4.7840,4.7577,4.7577,17110
HBC,20080220,4.9942,5.0468,4.9417,4.9942,25260
HBC,20080219,4.7840,4.9942,4.7840,4.9942,6850
HBC,20080218,4.9942,4.9942,4.9680,4.9942,8320
HBC,20080215,5.0468,5.2045,5.0468,5.1782,20390
HBC,20080214,5.1782,5.3622,5.1782,5.1782,13410
HBC,20080213,5.2045,5.2571,5.1782,5.1782,13020
HBC,20080212,5.5200,5.5200,5.3097,5.3622,5830
HBC,20080201,5.2571,5.5200,5.2571,5.4674,15190
HBC,20080131,5.3622,5.3622,5.2571,5.3622,26910
HBC,20080130,5.2571,5.2571,5.2571,5.2571,28570
HBC,20080129,4.9942,5.0468,4.8891,5.0468,10850
HBC,20080128,4.9942,5.0468,4.9942,4.9942,4480
HBC,20080125,4.9942,5.0468,4.9942,5.0468,6080
HBC,20080124,4.8102,5.0468,4.8102,5.0468,22860
HBC,20080123,5.0205,5.0205,4.9154,4.9154,10700
HBC,20080122,5.0205,5.2045,5.0205,5.1520,11940
HBC,20080121,5.1520,5.2045,5.0468,5.2045,12600
HBC,20080118,5.1520,5.1782,4.9942,5.1782,9580
HBC,20080117,5.2571,5.2571,4.9942,4.9942,22590
HBC,20080116,4.9942,5.0205,4.9417,5.0205,25960
HBC,20080115,4.7840,4.7840,4.7577,4.7840,12280
HBC,20080114,5.2308,5.3622,4.9942,4.9942,29630
HBC,20080111,5.1520,5.3622,5.1520,5.2571,14360
HBC,20080110,5.3622,5.3622,5.3622,5.3622,15660
HBC,20080109,5.7828,5.7828,5.6251,5.6251,4950
HBC,20080108,5.6777,5.7828,5.6777,5.7828,14050
HBC,20080107,5.7828,5.7828,5.6777,5.7828,7700
HBC,20080104,5.7828,5.8354,5.7828,5.8354,8970
HBC,20080103,5.9931,5.9931,5.7828,5.7828,11760
HBC,20080102,6.1508,6.1508,6.0457,6.0457,14670
HBC,20071228,6.2559,6.2559,6.2034,6.2034,2360
HBC,20071227,6.2559,6.2559,6.2559,6.2559,2410
HBC,20071226,6.2559,6.3085,6.2559,6.2559,24920
HBC,20071225,6.3085,6.3085,6.2559,6.2559,36640
HBC,20071224,6.2559,6.3085,6.2034,6.3085,42150
HBC,20071221,6.0457,6.3085,6.0457,6.2034,28280
HBC,20071220,6.2559,6.2559,6.0457,6.0457,8520
HBC,20071219,6.2559,6.2559,6.2034,6.2559,11160
HBC,20071218,5.8354,6.0982,5.8354,6.0982,29720
HBC,20071217,5.7302,5.8354,5.5200,5.8354,12460
HBC,20071214,5.7828,5.7828,5.5725,5.6777,3890
HBC,20071213,5.9405,5.9405,5.7828,5.7828,3610
HBC,20071212,5.8354,5.9405,5.8354,5.9405,6510
HBC,20071211,6.0457,6.0457,5.8880,5.8880,2650
HBC,20071210,5.9405,6.0982,5.8354,6.0982,23820
HBC,20071207,6.0457,6.1508,6.0457,6.0982,15970
HBC,20071206,6.2034,6.2559,6.0457,6.0457,30750
HBC,20071205,6.0457,6.2034,6.0457,6.2034,19920
HBC,20071204,6.3085,6.3085,6.3085,6.3085,1310
HBC,20071203,6.2559,6.4137,6.2034,6.4137,3600
HBC,20071130,6.4137,6.4662,6.3085,6.3085,13350
HBC,20071129,6.5188,6.5188,6.3611,6.5188,8320
HBC,20071128,6.5188,6.5188,6.3085,6.4662,3850
HBC,20071127,6.5188,6.5714,6.4662,6.5188,15670
HBC,20071126,6.5188,6.5188,6.2559,6.5188,47890
HBC,20071123,6.2559,6.3085,6.2034,6.2559,5850
HBC,20071122,6.0982,6.1508,6.0982,6.0982,6250
HBC,20071121,6.0982,6.1508,6.0457,6.0982,7860
HBC,20071120,6.2034,6.2034,6.0982,6.0982,11720
HBC,20071119,6.0982,6.2034,6.0982,6.2034,9090
HBC,20071116,6.2034,6.2034,6.1508,6.2034,4820
HBC,20071115,6.3085,6.5714,6.2034,6.2034,7410
HBC,20071114,6.0982,6.6239,6.0982,6.3085,10900
HBC,20071113,6.3085,6.3085,6.2559,6.3085,16790
HBC,20071112,6.3611,6.4662,6.3085,6.3085,48890
HBC,20071109,6.3611,6.3611,6.3085,6.3085,14990
HBC,20071108,6.3085,6.3611,6.3085,6.3085,12670
HBC,20071107,6.5188,6.5188,6.3085,6.4137,4800
HBC,20071106,6.4137,6.5188,6.3085,6.5188,26100
HBC,20071105,6.4662,6.6239,6.4137,6.6239,61210
HBC,20071102,6.6765,6.7291,6.4137,6.4137,27370
HBC,20071101,6.5188,6.7291,6.5188,6.6765,30490
HBC,20071031,6.5475,6.5475,6.4505,6.5475,74940
HBC,20071030,6.3050,6.4505,6.3050,6.4505,56830
HBC,20071029,6.4990,6.5475,6.4505,6.4505,36660
HBC,20071026,6.8870,6.8870,6.6445,6.6930,96970
HBC,20071025,6.4990,6.5960,6.4020,6.5960,79140
HBC,20071024,6.3050,6.3050,6.2080,6.3050,64400
HBC,20071023,6.3050,6.3050,6.2080,6.3050,63470
HBC,20071022,6.1110,6.3050,6.1110,6.2565,76620
HBC,20071019,6.1110,6.2080,6.1110,6.2080,55550
HBC,20071018,6.1595,6.2080,6.1110,6.2080,81240
HBC,20071017,6.1595,6.2080,6.1110,6.1110,41530
HBC,20071016,6.2080,6.3050,6.1595,6.1595,60330
HBC,20071015,6.3050,6.3535,6.1595,6.2080,62600
HBC,20071012,6.3535,6.4020,6.3050,6.3050,89600
HBC,20071011,6.1110,6.3050,6.0625,6.3050,205810
HBC,20071010,5.9170,6.0140,5.9170,6.0140,61130
HBC,20071009,5.9170,5.9655,5.9170,5.9655,45690
HBC,20071008,5.9655,6.0140,5.9655,5.9655,34660
HBC,20071005,5.8685,6.0140,5.8200,6.0140,59850
HBC,20071004,5.9655,6.0140,5.9170,5.9170,54690
HBC,20071003,5.8685,6.0625,5.8685,6.0140,48370
HBC,20071002,6.1595,6.1595,6.0625,6.1110,63470
HBC,20071001,6.2565,6.2565,5.9655,6.2080,89830
HBC,20070928,5.7230,5.9655,5.7230,5.9655,53000
HBC,20070927,5.8200,5.8200,5.7230,5.7230,55850
HBC,20070926,5.9170,5.9655,5.8200,5.8685,80510
HBC,20070925,5.8685,6.0625,5.8685,6.0140,55830
HBC,20070924,5.9170,5.9170,5.7715,5.8200,24450
HBC,20070921,6.0140,6.0140,5.9170,5.9170,17070
HBC,20070920,5.9170,6.0140,5.8200,6.0140,60580
HBC,20070919,5.9170,5.9170,5.8685,5.9170,16420
HBC,20070918,5.8200,5.8200,5.7715,5.7715,16930
HBC,20070917,5.8685,5.8685,5.8200,5.8685,14550
HBC,20070914,5.8200,5.8685,5.8200,5.8685,10840
HBC,20070913,5.8200,5.8200,5.7715,5.8200,22460
HBC,20070912,5.8200,5.8685,5.7715,5.7715,25970
HBC,20070911,5.8685,5.9170,5.8200,5.8685,26220
HBC,20070910,6.0140,6.0140,5.9655,5.9655,26310
HBC,20070907,6.0625,6.0625,6.0140,6.0625,28670
HBC,20070906,5.9655,6.0625,5.9655,6.0625,41140
HBC,20070905,6.1110,6.1110,6.0140,6.0140,19030
HBC,20070904,6.0625,6.1595,6.0625,6.1110,31950
HBC,20070831,5.9655,6.0140,5.9655,6.0140,37720
HBC,20070830,5.9170,5.9655,5.9170,5.9655,28610
HBC,20070829,6.0140,6.0140,5.9655,5.9655,19310
HBC,20070828,6.0140,6.1110,5.8200,6.1110,122560
HBC,20070827,6.2080,6.2080,6.0140,6.0140,77750
HBC,20070824,5.9170,5.9170,5.9170,5.9170,50680
HBC,20070823,5.5775,5.6745,5.5290,5.6745,55760
HBC,20070822,5.5775,5.5775,5.4320,5.4320,52550
HBC,20070821,5.5775,5.6260,5.5775,5.5775,49890
HBC,20070820,5.7230,5.7230,5.5775,5.5775,94940
HBC,20070817,5.5775,5.7230,5.5775,5.5775,91270
HBC,20070816,5.8685,5.8685,5.7715,5.7715,57230
HBC,20070815,5.9655,6.1110,5.9655,5.9655,32500
HBC,20070814,6.0140,6.2080,6.0140,6.0625,51060
HBC,20070813,6.2080,6.2080,6.0140,6.0140,22520
HBC,20070810,6.2565,6.3050,5.8200,6.3050,84160
HBC,20070809,5.9170,6.0140,5.9170,6.0140,81200
HBC,20070808,5.9655,5.9655,5.7715,5.7715,44100
HBC,20070807,5.7715,5.7715,5.7715,5.7715,53400
HBC,20070806,5.1895,5.5290,5.1410,5.5290,84620
HBC,20070803,5.5290,5.5290,5.2865,5.2865,36680
HBC,20070802,5.5290,5.5290,5.3835,5.5290,143090
HBC,20070801,5.2865,5.2865,5.2865,5.2865,46040
HBC,20070731,5.0440,5.0440,4.8500,5.0440,78170
HBC,20070730,4.7772,4.8257,4.7772,4.8257,23790
HBC,20070727,4.6075,4.6075,4.5105,4.6075,94050
HBC,20070726,132.0000,132.0000,125.0000,125.0000,96910
HBC,20070725,131.0000,131.0000,129.0000,129.0000,77280
HBC,20070724,127.0000,129.0000,127.0000,129.0000,32760
HBC,20070723,133.0000,133.0000,128.0000,128.0000,24700
HBC,20070720,130.0000,131.0000,130.0000,131.0000,28180
HBC,20070719,132.0000,132.0000,130.0000,130.0000,49390
HBC,20070718,140.0000,140.0000,136.0000,136.0000,25420
HBC,20070717,140.0000,144.0000,140.0000,141.0000,62860
HBC,20070716,141.0000,141.0000,139.0000,139.0000,120410
HBC,20070713,141.0000,141.0000,141.0000,141.0000,37570
HBC,20070712,144.0000,144.0000,141.0000,141.0000,22460
HBC,20070711,148.0000,148.0000,148.0000,148.0000,144260
HBC,20070710,137.0000,141.0000,137.0000,141.0000,150950
HBC,20070709,134.0000,135.0000,129.0000,135.0000,210010
HBC,20070706,129.0000,129.0000,129.0000,129.0000,97550
HBC,20070705,123.0000,123.0000,123.0000,123.0000,17800
HBC,20070704,118.0000,118.0000,118.0000,118.0000,29240
HBC,20070703,113.0000,113.0000,113.0000,113.0000,33240
HBC,20070702,122.0000,122.0000,115.0000,115.0000,30260
HBC,20070629,121.0000,121.0000,120.0000,121.0000,22800
HBC,20070628,121.0000,123.0000,121.0000,121.0000,23970
HBC,20070627,125.0000,125.0000,123.0000,123.0000,16210
HBC,20070626,126.0000,126.0000,126.0000,126.0000,16130
HBC,20070625,125.0000,126.0000,125.0000,126.0000,21900
HBC,20070622,125.0000,125.0000,123.0000,125.0000,33620
HBC,20070621,126.0000,128.0000,126.0000,126.0000,32400
HBC,20070620,125.0000,130.0000,125.0000,130.0000,33730
