<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
HBC,20150310,4.0623,4.1552,4.0391,4.1320,754920
HBC,20150309,4.1552,4.1784,4.0391,4.0856,862230
HBC,20150306,4.0391,4.1784,4.0391,4.1552,1069230
HBC,20150305,4.0159,4.1320,3.9695,4.0856,1583650
HBC,20150304,3.8766,3.9695,3.8766,3.9695,780480
HBC,20150303,3.8070,3.8766,3.7606,3.8534,580070
HBC,20150302,3.6909,3.8534,3.6677,3.7606,1030160
HBC,20150227,3.6909,3.7141,3.6677,3.6909,172690
HBC,20150226,3.6677,3.7141,3.6445,3.6909,237690
HBC,20150225,3.7606,3.7606,3.6213,3.6213,413600
HBC,20150224,3.7606,3.7838,3.6909,3.7606,407290
HBC,20150213,3.7606,3.7838,3.6909,3.7606,347520
HBC,20150212,3.8302,3.8302,3.7374,3.7606,224010
HBC,20150211,3.6677,3.8302,3.6677,3.7606,490610
HBC,20150210,3.6677,3.7374,3.6677,3.6909,403810
HBC,20150209,3.6445,3.7141,3.6213,3.6677,499110
HBC,20150206,3.6445,3.6677,3.6213,3.6445,299930
HBC,20150205,3.6445,3.6445,3.5749,3.6213,354400
HBC,20150204,3.5981,3.6213,3.5284,3.5981,460130
HBC,20150203,3.6677,3.7141,3.6445,3.6445,387060
HBC,20150202,3.7838,3.7838,3.6677,3.6909,331210
HBC,20150130,3.6445,3.7838,3.6445,3.7838,1554720
HBC,20150129,3.5981,3.6445,3.5516,3.6445,376510
HBC,20150128,3.6213,3.6213,3.5749,3.5981,244180
HBC,20150127,3.5749,3.6909,3.5516,3.5749,978510
HBC,20150126,3.5052,3.6445,3.5052,3.5516,647370
HBC,20150123,3.4820,3.5284,3.4820,3.5052,240310
HBC,20150122,3.4356,3.5052,3.4356,3.5052,219430
HBC,20150121,3.5284,3.5516,3.4356,3.4356,409330
HBC,20150120,3.4820,3.5516,3.4820,3.5284,148080
HBC,20150119,3.4820,3.5052,3.4588,3.5052,169800
HBC,20150116,3.5749,3.5749,3.5052,3.5052,307890
HBC,20150115,3.5284,3.5749,3.5052,3.5516,243850
HBC,20150114,3.5052,3.5516,3.4588,3.5284,138060
HBC,20150113,3.4820,3.5284,3.4820,3.5052,163880
HBC,20150112,3.5749,3.5981,3.4820,3.4820,328220
HBC,20150109,3.5052,3.5516,3.4820,3.5516,453500
HBC,20150108,3.4820,3.5052,3.4356,3.4356,122470
HBC,20150107,3.4820,3.5749,3.4820,3.4820,219940
HBC,20150106,3.4124,3.5516,3.3659,3.5516,207870
HBC,20150105,3.4820,3.5516,3.4124,3.4820,238000
HBC,20141231,3.3427,3.4820,3.3427,3.4356,305540
HBC,20141230,3.2499,3.3427,3.1802,3.3427,61820
HBC,20141229,3.3659,3.4124,3.1802,3.2267,243480
HBC,20141226,3.5749,3.5749,3.3892,3.3892,605240
HBC,20141225,3.6213,3.6445,3.5749,3.5749,64670
HBC,20141224,3.6213,3.6677,3.5749,3.6677,108840
HBC,20141223,3.6445,3.6677,3.5749,3.6213,107740
HBC,20141222,3.6213,3.6677,3.5749,3.6445,123240
HBC,20141219,3.6445,3.6909,3.5516,3.5981,175100
HBC,20141218,3.6213,3.6909,3.5981,3.6909,150400
HBC,20141217,3.6909,3.6909,3.4356,3.6445,291850
HBC,20141216,3.7141,3.7374,3.6445,3.6677,282260
HBC,20141215,3.7374,3.8070,3.7374,3.7374,178060
HBC,20141212,3.7374,3.8302,3.7374,3.8070,223520
HBC,20141211,3.7374,3.8070,3.6909,3.7838,158640
HBC,20141210,3.6909,3.7606,3.6445,3.7606,571110
HBC,20141209,3.7606,3.7838,3.6445,3.6677,447850
HBC,20141208,3.8302,3.8534,3.7838,3.8070,295780
HBC,20141205,3.8070,3.8766,3.7838,3.8534,311650
HBC,20141204,3.8766,3.9231,3.8302,3.8302,515250
HBC,20141203,3.7838,3.8998,3.7606,3.8534,491200
HBC,20141202,3.7374,3.7838,3.7141,3.7838,294820
HBC,20141201,3.8070,3.8534,3.7606,3.7606,168820
HBC,20141128,3.6677,3.8302,3.6677,3.8070,481810
HBC,20141127,3.6909,3.6909,3.5981,3.6909,294050
HBC,20141126,3.6677,3.6909,3.5981,3.6677,483090
HBC,20141125,3.6909,3.7141,3.6445,3.6445,293480
HBC,20141124,3.7141,3.7141,3.6445,3.6677,368440
HBC,20141121,3.7838,3.8070,3.7141,3.7141,182220
HBC,20141120,3.7374,3.8070,3.7374,3.7838,251860
HBC,20141119,3.7838,3.7838,3.7374,3.7374,349950
HBC,20141118,3.8070,3.8070,3.7606,3.7838,283670
HBC,20141117,3.8070,3.8766,3.8070,3.8070,426310
HBC,20141114,3.8998,3.8998,3.7838,3.8302,690520
HBC,20141113,3.9463,3.9927,3.8998,3.8998,1378600
HBC,20141112,3.9695,3.9695,3.9231,3.9695,907980
HBC,20141111,4.0391,4.0856,3.9695,4.0159,381180
HBC,20141110,4.0623,4.0856,4.0159,4.0391,422300
HBC,20141107,3.9463,4.0391,3.8998,4.0159,569180
HBC,20141106,3.9695,3.9927,3.8998,3.9231,218070
HBC,20141105,3.9695,4.0391,3.8534,3.9231,344150
HBC,20141104,3.8534,4.0159,3.8534,3.9463,1095340
HBC,20141103,3.8534,3.8998,3.8302,3.8534,216390
HBC,20141031,3.7838,3.8766,3.7606,3.8534,272700
HBC,20141030,3.8766,3.8766,3.7838,3.7838,80860
HBC,20141029,3.7606,3.8534,3.7374,3.8534,374760
HBC,20141028,3.7141,3.7838,3.6677,3.7141,340720
HBC,20141027,3.8302,3.8302,3.7141,3.7141,349980
HBC,20141024,3.7606,3.8766,3.7141,3.8070,183310
HBC,20141023,3.8302,3.8998,3.8070,3.8070,274160
HBC,20141022,3.8766,3.9231,3.8070,3.8302,187100
HBC,20141021,3.8302,3.8766,3.7838,3.7838,151030
HBC,20141020,3.8998,3.9463,3.8070,3.8070,217770
HBC,20141017,3.7838,3.9231,3.7606,3.9231,188100
HBC,20141016,3.9463,3.9463,3.7374,3.7838,446410
HBC,20141015,3.9463,4.0159,3.8766,3.9695,407630
HBC,20141014,4.0856,4.1320,3.9695,3.9695,739140
HBC,20141013,3.9231,4.0623,3.8998,4.0623,420730
HBC,20141010,4.0159,4.0623,3.8998,3.9231,955900
HBC,20141009,4.2016,4.2016,4.0623,4.0623,581590
HBC,20141008,4.1320,4.2248,4.0856,4.1552,1286220
HBC,20141007,4.1784,4.3177,4.0856,4.0856,988800
HBC,20141006,4.0391,4.1784,4.0159,4.1784,1360530
HBC,20141003,3.8302,3.9927,3.8302,3.9231,1138090
HBC,20141002,3.8302,3.8534,3.7838,3.8302,854350
HBC,20141001,3.6677,3.7838,3.6677,3.7606,637780
HBC,20140930,3.6445,3.6677,3.6213,3.6677,205700
HBC,20140929,3.6213,3.7141,3.6213,3.6445,157830
HBC,20140926,3.6909,3.7606,3.6213,3.6213,553700
HBC,20140925,3.5981,3.6445,3.5516,3.5981,263430
HBC,20140924,3.6677,3.6677,3.5981,3.5981,315600
HBC,20140923,3.6445,3.7141,3.6213,3.6445,229850
HBC,20140922,3.6909,3.7606,3.6677,3.6677,282410
HBC,20140919,3.7141,3.7374,3.6909,3.6909,173510
HBC,20140918,3.7141,3.8302,3.6909,3.6909,579620
HBC,20140917,3.8302,3.8302,3.7141,3.7374,412150
HBC,20140916,3.7141,3.8070,3.6677,3.8070,261860
HBC,20140915,3.8998,3.9231,3.7374,3.7374,318400
HBC,20140912,3.6677,3.9231,3.6445,3.8766,1016670
HBC,20140911,3.5981,3.6909,3.5981,3.6677,223060
HBC,20140910,3.5981,3.6213,3.5284,3.5981,183730
HBC,20140909,3.7374,3.7838,3.5516,3.5981,472270
HBC,20140908,3.7606,3.8070,3.7374,3.7374,299240
HBC,20140905,3.7606,3.7606,3.6909,3.7606,264820
HBC,20140904,3.7606,3.7838,3.7141,3.7606,332640
HBC,20140903,3.7374,3.8302,3.7374,3.7606,664840
HBC,20140829,3.5981,3.7141,3.5981,3.6909,656840
HBC,20140828,3.5516,3.6213,3.5052,3.5749,387750
HBC,20140827,3.5284,3.5749,3.5284,3.5516,228740
HBC,20140826,3.5981,3.5981,3.5284,3.5284,173530
HBC,20140825,3.5749,3.5981,3.5516,3.5749,403470
HBC,20140822,3.5284,3.5981,3.5052,3.5284,509360
HBC,20140821,3.5516,3.5749,3.5052,3.5052,139310
HBC,20140820,3.5749,3.5749,3.5284,3.5516,127090
HBC,20140819,3.5284,3.6213,3.5052,3.5516,426210
HBC,20140818,3.5052,3.5284,3.4820,3.4820,176260
HBC,20140815,3.5284,3.5284,3.4820,3.5052,221420
HBC,20140814,3.5516,3.5749,3.5284,3.5516,170370
HBC,20140813,3.5749,3.5749,3.4820,3.5516,230470
HBC,20140812,3.4814,3.5223,3.4404,3.4609,186900
HBC,20140811,3.5428,3.5428,3.4814,3.4814,237020
HBC,20140808,3.5223,3.5838,3.4814,3.5223,277880
HBC,20140807,3.5223,3.5428,3.5019,3.5223,159970
HBC,20140806,3.5633,3.5838,3.5223,3.5428,329380
HBC,20140805,3.5223,3.5838,3.5223,3.5633,476860
HBC,20140804,3.4609,3.4609,3.3995,3.4199,331140
HBC,20140801,3.5223,3.5633,3.5019,3.5019,171700
HBC,20140731,3.5223,3.5838,3.4814,3.5633,199420
HBC,20140730,3.4609,3.5223,3.4609,3.4814,144550
HBC,20140729,3.5223,3.5428,3.4609,3.5019,211710
HBC,20140728,3.5838,3.5838,3.4404,3.4814,545940
HBC,20140725,3.7681,3.7886,3.5838,3.5838,277170
HBC,20140724,3.7271,3.7886,3.7271,3.7476,277740
HBC,20140723,3.8090,3.8090,3.7476,3.7681,146150
HBC,20140722,3.7886,3.8295,3.7271,3.8090,393810
HBC,20140721,3.8090,3.9114,3.7886,3.8295,866750
HBC,20140718,3.7271,3.8295,3.7271,3.7681,277050
HBC,20140717,3.7886,3.7886,3.7066,3.7476,256530
HBC,20140716,3.8500,3.8500,3.7476,3.7476,405160
HBC,20140715,3.7886,3.8705,3.7886,3.7886,436870
HBC,20140714,3.7681,3.8295,3.7271,3.7681,169780
HBC,20140711,3.7476,3.8090,3.6657,3.7681,519040
HBC,20140710,3.8500,3.8500,3.6657,3.7271,728090
HBC,20140709,3.7886,3.9114,3.7271,3.8500,787290
HBC,20140708,3.6247,3.8295,3.5838,3.7681,786490
HBC,20140707,3.7271,3.7271,3.6452,3.6452,416010
HBC,20140704,3.6862,3.7886,3.6657,3.7066,564330
HBC,20140703,3.5019,3.7271,3.5019,3.6862,1442660
HBC,20140702,3.4199,3.5428,3.4199,3.5019,381910
HBC,20140701,3.4199,3.4609,3.4199,3.4404,245360
HBC,20140630,3.3995,3.4404,3.3995,3.4404,195800
HBC,20140627,3.4609,3.4609,3.3995,3.3995,154120
HBC,20140626,3.4609,3.4814,3.4404,3.4404,356830
HBC,20140625,3.3995,3.4814,3.3585,3.4404,351090
HBC,20140624,3.3790,3.3995,3.3380,3.3995,179930
HBC,20140623,3.3380,3.4199,3.3380,3.3585,211130
HBC,20140620,3.5223,3.5223,3.3790,3.3790,150500
HBC,20140619,3.4404,3.4609,3.3176,3.4404,451720
HBC,20140618,3.4609,3.6247,3.4609,3.5019,686230
HBC,20140617,3.4404,3.4814,3.3995,3.4404,358350
HBC,20140616,3.4404,3.5223,3.4199,3.4404,234740
HBC,20140613,3.3790,3.5019,3.3585,3.4404,593640
HBC,20140612,3.3176,3.4404,3.3176,3.3790,445420
HBC,20140611,3.2356,3.3176,3.2356,3.3176,156300
HBC,20140610,3.2971,3.3585,3.2356,3.2356,167350
HBC,20140609,3.3176,3.4609,3.3176,3.3176,364750
HBC,20140606,3.2561,3.3790,3.2561,3.3176,189180
HBC,20140605,3.2561,3.3790,3.2561,3.2766,104120
HBC,20140604,3.3790,3.4199,3.2971,3.3176,238210
HBC,20140603,3.4199,3.4814,3.3995,3.4199,87090
HBC,20140602,3.4814,3.5019,3.3380,3.4199,122260
HBC,20140530,3.3380,3.5428,3.3380,3.4814,707780
HBC,20140529,3.3380,3.4609,3.3380,3.3380,478610
HBC,20140528,3.3790,3.4199,3.3380,3.3790,315610
HBC,20140527,3.3176,3.3790,3.2152,3.3790,502220
HBC,20140526,3.1128,3.2971,3.1128,3.2766,96280
HBC,20140523,3.2356,3.2766,3.1742,3.2152,141460
HBC,20140522,3.4404,3.4404,3.2561,3.2766,246350
HBC,20140521,3.1742,3.3790,3.1742,3.3790,323360
HBC,20140520,3.0718,3.1742,2.9899,3.1742,288370
HBC,20140519,3.0718,3.1128,2.9489,3.0513,243990
HBC,20140516,2.9080,3.0718,2.8670,3.0718,144100
HBC,20140515,2.9489,3.1128,2.8056,2.9489,451660
HBC,20140514,2.8261,3.0718,2.8261,3.0104,327920
HBC,20140513,2.9285,3.0718,2.9285,2.9285,441210
HBC,20140512,3.2971,3.3176,3.1332,3.1332,432140
HBC,20140509,3.2561,3.3995,3.2561,3.3585,457490
HBC,20140508,3.6043,3.6043,3.4609,3.4609,301640
HBC,20140507,3.7476,3.7886,3.7066,3.7066,40980
HBC,20140506,3.7886,3.8090,3.6247,3.8090,125840
HBC,20140505,3.9933,3.9933,3.7886,3.8910,70740
HBC,20140429,4.0138,4.0138,3.9319,3.9933,74920
HBC,20140428,4.0343,4.0548,3.9524,4.0138,27240
HBC,20140425,3.9319,4.0343,3.8910,4.0343,96620
HBC,20140424,3.9114,3.9729,3.8500,3.9319,115070
HBC,20140423,3.9933,4.0957,3.9114,3.9933,31110
HBC,20140422,3.8705,4.0138,3.7886,4.0138,147700
HBC,20140421,3.8090,3.9114,3.6862,3.7886,159440
HBC,20140418,4.0138,4.0138,3.7886,3.7886,102880
HBC,20140417,4.0957,4.0957,3.9729,4.0343,130790
HBC,20140416,4.1367,4.1367,3.8705,3.9524,326640
HBC,20140415,4.4234,4.4234,4.1367,4.1367,270640
HBC,20140414,4.4234,4.4234,4.3210,4.3210,272100
HBC,20140411,4.4029,4.4644,4.4029,4.4234,182640
HBC,20140410,4.3620,4.4848,4.3620,4.4644,616440
HBC,20140408,4.4029,4.4029,4.3210,4.4029,193880
HBC,20140407,4.3620,4.4029,4.2391,4.4029,387810
HBC,20140404,4.3005,4.3620,4.2596,4.2801,208590
HBC,20140403,4.4029,4.4439,4.2596,4.3005,422340
HBC,20140402,4.3005,4.4029,4.0957,4.3005,379530
HBC,20140401,4.5053,4.5053,4.2186,4.3005,570080
HBC,20140331,4.6691,4.6896,4.5053,4.5053,395720
HBC,20140328,4.7715,4.7715,4.6487,4.6896,469000
HBC,20140327,4.8125,4.8125,4.5872,4.6896,337670
HBC,20140326,4.8739,4.8739,4.5463,4.8125,473490
HBC,20140325,4.8944,5.0378,4.7920,4.8330,1276790
HBC,20140324,4.6896,4.8125,4.6487,4.7306,836160
HBC,20140321,4.6691,4.7715,4.6487,4.6896,503560
HBC,20140320,4.7715,4.7920,4.6487,4.6896,946130
HBC,20140319,4.8125,4.8739,4.7101,4.7920,604680
HBC,20140318,4.8739,4.9763,4.7511,4.8330,707350
HBC,20140317,4.5668,4.8125,4.5668,4.7511,952900
HBC,20140314,4.5053,4.5053,4.4439,4.5053,485430
HBC,20140313,4.5053,4.5668,4.4848,4.5258,359570
HBC,20140312,4.6077,4.6077,4.4848,4.6077,871010
HBC,20140311,4.6077,4.6691,4.5053,4.6487,497010
HBC,20140310,4.4029,4.6077,4.4029,4.5668,443080
HBC,20140307,4.3824,4.4439,4.3824,4.4439,536320
HBC,20140306,4.4439,4.4644,4.3824,4.4439,350110
HBC,20140305,4.3210,4.4644,4.2801,4.4439,538370
HBC,20140304,4.1162,4.3210,4.0343,4.3210,1001320
HBC,20140303,4.5053,4.6691,4.3210,4.3210,740820
HBC,20140228,4.7101,4.7101,4.4848,4.6282,873670
HBC,20140227,4.7101,4.8535,4.6077,4.7101,1082280
HBC,20140226,4.7920,4.8330,4.6077,4.8330,1072770
HBC,20140225,4.5668,4.7920,4.5258,4.7920,1166190
HBC,20140224,4.2391,4.5053,4.2391,4.5053,787520
HBC,20140221,4.0957,4.3210,4.0343,4.2186,1515490
HBC,20140220,4.4029,4.4848,4.0138,4.0957,2034040
HBC,20140219,4.0957,4.3005,4.0343,4.3005,1477690
HBC,20140218,3.8910,4.0343,3.8705,4.0343,861380
HBC,20140217,3.8090,3.9114,3.7886,3.8910,1161470
HBC,20140214,3.8910,3.9729,3.8295,3.9114,920450
HBC,20140213,3.8910,3.9114,3.7681,3.8500,1096900
HBC,20140212,3.8910,3.9319,3.7886,3.9319,694530
HBC,20140211,3.8705,4.0138,3.7681,3.7681,1632750
HBC,20140210,3.5838,3.8295,3.5838,3.8295,889740
HBC,20140207,3.5223,3.6247,3.5019,3.5838,617520
HBC,20140206,3.4814,3.5019,3.4404,3.4814,301990
HBC,20140127,3.4609,3.4814,3.4404,3.4814,108480
HBC,20140124,3.4609,3.4814,3.4404,3.4609,418320
HBC,20140123,3.4199,3.4609,3.3995,3.4404,322010
HBC,20140122,3.4814,3.4814,3.3790,3.4199,529600
HBC,20140121,3.3790,3.4404,3.3176,3.4404,570780
HBC,20140120,3.4199,3.4404,3.3176,3.3790,659880
HBC,20140117,3.4814,3.6247,3.4404,3.4404,740770
HBC,20140116,3.2971,3.4609,3.2971,3.4609,1756100
HBC,20140115,3.0923,3.2766,3.0718,3.2356,1254510
HBC,20140114,3.0308,3.0923,3.0308,3.0718,225500
HBC,20140113,3.0308,3.0718,3.0308,3.0513,133050
HBC,20140110,3.0923,3.1128,3.0308,3.0513,526490
HBC,20140109,3.0308,3.0718,3.0308,3.0718,190810
HBC,20140108,3.0104,3.0308,2.9899,3.0308,114680
HBC,20140107,3.0308,3.0308,2.9899,2.9899,97260
HBC,20140106,3.0104,3.0513,2.9899,3.0104,154650
HBC,20140103,2.9694,3.0104,2.9489,2.9694,53880
HBC,20140102,2.9899,3.0104,2.9489,2.9694,98990
HBC,20131231,2.9694,2.9899,2.9285,2.9899,124690
HBC,20131230,3.0104,3.0104,2.9285,2.9285,248930
HBC,20131227,3.0308,3.0718,2.9899,3.0104,230520
HBC,20131226,3.0308,3.0718,3.0308,3.0308,100060
HBC,20131225,3.0513,3.0718,3.0104,3.0308,117750
HBC,20131224,3.1128,3.1128,3.0513,3.0513,188250
HBC,20131223,3.1128,3.1742,3.1128,3.1128,248050
HBC,20131220,3.0718,3.1742,3.0513,3.1128,714280
HBC,20131219,3.0104,3.0923,3.0104,3.0308,291110
HBC,20131218,3.0718,3.0718,3.0104,3.0104,110370
HBC,20131217,2.9694,3.0513,2.9694,3.0513,280800
HBC,20131216,2.9899,3.0104,2.9694,2.9694,143840
HBC,20131213,2.9694,3.0308,2.9694,2.9899,150420
HBC,20131212,2.9694,2.9899,2.9285,2.9899,241830
HBC,20131211,3.0308,3.0513,2.9489,2.9489,533710
HBC,20131210,3.1128,3.1128,3.0513,3.0513,386220
HBC,20131209,3.1537,3.1537,3.0718,3.1537,388240
HBC,20131206,3.1332,3.1742,3.1128,3.1332,912570
HBC,20131205,2.9899,3.1537,2.9899,3.1128,1286860
HBC,20131204,2.9489,3.0104,2.9489,2.9694,372030
HBC,20131203,2.9080,2.9694,2.9080,2.9489,539890
HBC,20131202,2.9285,2.9285,2.8670,2.9080,104240
HBC,20131129,2.9080,2.9080,2.8670,2.8875,316080
HBC,20131128,2.9080,2.9285,2.9080,2.9285,185740
HBC,20131127,2.9080,2.9489,2.9080,2.9285,209030
HBC,20131126,2.9080,2.9489,2.8875,2.9080,249290
HBC,20131125,2.9489,2.9489,2.9080,2.9285,210200
HBC,20131122,2.9489,2.9694,2.9285,2.9489,115910
HBC,20131121,2.9285,3.0308,2.9285,2.9489,670610
HBC,20131120,2.9489,2.9694,2.9285,2.9489,235820
HBC,20131119,2.9489,2.9694,2.9285,2.9694,186230
HBC,20131118,2.9285,2.9899,2.9285,2.9489,518660
HBC,20131115,2.9694,2.9694,2.9080,2.9489,247180
HBC,20131114,2.9694,2.9694,2.9285,2.9489,99560
HBC,20131113,2.9694,2.9899,2.9285,2.9694,152580
HBC,20131112,3.0718,3.0718,2.9694,3.0104,496570
HBC,20131111,2.9285,3.0513,2.9285,3.0513,551390
HBC,20131108,2.9489,2.9489,2.8670,2.9489,304990
HBC,20131107,2.9285,2.9899,2.9080,2.9489,321220
HBC,20131106,2.9694,2.9899,2.8875,2.9489,62350
HBC,20131105,2.8875,2.9694,2.8875,2.9694,455540
HBC,20131104,2.8056,2.9080,2.8056,2.8875,278980
HBC,20131101,2.8261,2.8261,2.8056,2.8056,162640
HBC,20131031,2.8261,2.8465,2.8056,2.8056,109080
HBC,20131030,2.9080,2.9080,2.8261,2.8670,122080
HBC,20131029,2.8875,2.8875,2.8261,2.8670,90950
HBC,20131028,2.8670,2.8875,2.8261,2.8875,191930
HBC,20131025,2.9489,2.9489,2.8670,2.8670,243500
HBC,20131024,3.0308,3.0308,2.9285,2.9694,219940
HBC,20131023,2.9899,3.0308,2.9899,3.0308,100420
HBC,20131022,3.0308,3.0513,2.9489,3.0308,367580
HBC,20131021,2.9899,3.0923,2.9694,3.0308,495900
HBC,20131018,2.9489,2.9899,2.9489,2.9899,116890
HBC,20131017,2.9899,3.0104,2.9489,3.0104,83060
HBC,20131016,2.9694,3.0308,2.9694,3.0104,30130
HBC,20131015,3.0104,3.0104,2.9489,2.9899,41220
HBC,20131014,3.0308,3.0308,2.9489,2.9899,54690
HBC,20131011,3.0718,3.0718,3.0104,3.0308,76450
HBC,20131010,3.0308,3.0718,3.0308,3.0718,85540
HBC,20131009,3.0513,3.0513,3.0104,3.0513,28330
HBC,20131008,3.0513,3.0923,3.0308,3.0513,52540
HBC,20131007,3.0308,3.1128,3.0104,3.0923,108710
HBC,20131004,3.0718,3.0923,3.0104,3.0923,21490
HBC,20131003,3.0513,3.0923,2.9694,3.0718,31340
HBC,20131002,2.9899,3.0923,2.9694,3.0923,81040
HBC,20131001,2.8670,3.0308,2.8670,2.9899,139180
HBC,20130930,2.8875,2.9285,2.8670,2.9285,29010
HBC,20130927,2.9489,2.9489,2.9080,2.9080,9320
HBC,20130926,2.9080,2.9694,2.9080,2.9489,55920
HBC,20130925,2.9080,2.9489,2.8670,2.9489,99180
HBC,20130924,2.8465,2.8875,2.8465,2.8875,30460
HBC,20130923,2.7851,2.8465,2.7851,2.8465,25300
HBC,20130920,2.8670,2.8670,2.8261,2.8670,6620
HBC,20130919,2.7646,2.8670,2.7646,2.8465,13010
HBC,20130918,2.8056,2.8465,2.8056,2.8465,33220
HBC,20130917,2.8670,2.8670,2.8465,2.8465,10140
HBC,20130916,2.8670,2.8875,2.8670,2.8670,19250
HBC,20130913,2.8465,2.9080,2.8465,2.8875,15180
HBC,20130912,2.8465,2.8875,2.8056,2.8670,28960
HBC,20130911,2.8056,2.8465,2.8056,2.8465,32730
HBC,20130910,2.7646,2.8261,2.7646,2.8056,40810
HBC,20130909,2.8670,2.8670,2.7441,2.7646,38600
HBC,20130906,2.8875,2.8875,2.8056,2.8056,21710
HBC,20130905,2.7646,2.8465,2.7646,2.8261,38440
HBC,20130904,2.8261,2.8670,2.8056,2.8261,37010
HBC,20130903,2.9285,2.9285,2.8670,2.8875,16080
HBC,20130830,2.9694,2.9694,2.8670,2.9285,41430
HBC,20130829,2.9694,2.9899,2.8875,2.9694,23970
HBC,20130828,2.9080,2.9899,2.8261,2.9899,87810
HBC,20130827,2.9489,3.0513,2.9489,2.9899,27720
HBC,20130826,2.9899,3.0104,2.9080,3.0104,79550
HBC,20130823,3.0923,3.0923,2.9899,3.0104,98070
HBC,20130822,3.1742,3.1742,3.0718,3.0923,137710
HBC,20130821,3.2152,3.2152,3.1742,3.1947,25170
HBC,20130820,3.2356,3.2766,3.2152,3.2561,52790
HBC,20130819,3.1742,3.2766,3.1742,3.2356,187600
HBC,20130816,3.2152,3.2152,3.1332,3.1537,110520
HBC,20130815,3.2356,3.2356,3.1742,3.2152,50290
HBC,20130814,3.1332,3.2152,3.1332,3.2152,44470
HBC,20130813,3.1742,3.2152,3.1742,3.1742,21050
HBC,20130812,3.1947,3.2766,3.1742,3.2152,69520
HBC,20130809,3.2356,3.2766,3.2356,3.2766,14910
HBC,20130808,3.2971,3.3176,3.2561,3.2561,42920
HBC,20130807,3.2561,3.3176,3.2356,3.2766,49270
HBC,20130806,3.2766,3.3176,3.2766,3.3176,11470
HBC,20130805,3.2971,3.3176,3.2766,3.2766,21320
HBC,20130802,3.3176,3.3380,3.2561,3.3176,13830
HBC,20130801,3.2561,3.3176,3.2561,3.3176,24040
HBC,20130731,3.3380,3.3585,3.2971,3.3380,13250
HBC,20130730,3.2971,3.3585,3.2971,3.3380,8950
HBC,20130729,3.2356,3.3176,3.2356,3.3176,56180
HBC,20130726,3.3176,3.3380,3.2971,3.2971,30140
HBC,20130725,3.3790,3.3995,3.3176,3.3176,53110
HBC,20130724,3.3790,3.4199,3.3380,3.4199,37900
HBC,20130723,3.3995,3.4404,3.3790,3.3790,87870
HBC,20130722,3.5633,3.5633,3.3380,3.3995,124890
HBC,20130719,3.4814,3.5223,3.4609,3.4609,79030
HBC,20130718,3.5223,3.5633,3.5019,3.5019,82710
HBC,20130717,3.5019,3.5428,3.4814,3.5428,97090
HBC,20130716,3.3995,3.5633,3.3790,3.5019,261930
HBC,20130715,3.3790,3.3995,3.3585,3.3995,25880
HBC,20130712,3.3585,3.3995,3.3380,3.3585,107250
HBC,20130711,3.3380,3.3380,3.2766,3.3380,23710
HBC,20130710,3.2971,3.3790,3.2971,3.3380,39350
HBC,20130709,3.3380,3.3380,3.2971,3.3380,38670
HBC,20130708,3.3995,3.3995,3.3176,3.3176,38310
